Iteration,Odd Object,Weight,All Objects,,TEST
8218,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
8219,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8220,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
8221,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
8222,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
8223,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
8224,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
8225,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
8226,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
8227,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
8228,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
8229,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
8230,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
8231,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
8232,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
8233,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
8234,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
8235,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
8236,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
8237,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
8238,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
8239,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
8240,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
8241,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
8242,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
8243,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
8244,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
8245,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
8246,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
8247,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
8248,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
8249,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
8250,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
8251,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
8252,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
8253,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
8254,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
8255,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
8256,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
8257,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
8258,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
8259,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
8260,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
8261,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
8262,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
8263,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
8264,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
8265,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
8266,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
8267,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
8268,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
8269,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
8270,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
8271,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
8272,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
8273,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
8274,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
8275,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
8276,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
8277,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
8278,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
8279,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
8280,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
8281,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
8282,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8283,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
8284,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
8285,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
8286,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8287,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
8288,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
8289,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
8290,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
8291,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8292,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
8293,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
8294,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8295,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
8296,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8297,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
8298,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
8299,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8300,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
8301,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
8302,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
8303,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
8304,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
8305,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
8306,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
8307,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
8308,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
8309,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
8310,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
8311,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
8312,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
8313,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
8314,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
8315,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
8316,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
8317,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
8318,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
8319,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
8320,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
8321,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
8322,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
8323,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
8324,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8325,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
8326,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
8327,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
8328,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
8329,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
8330,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
8331,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
8332,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
8333,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
8334,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
8335,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
8336,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
8337,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
8338,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
8339,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
8340,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
8341,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
8342,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
8343,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
8344,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
8345,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
8346,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
8347,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
8348,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
8349,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
8350,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
8351,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
8352,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
8353,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
8354,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
8355,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
8356,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
8357,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
8358,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
8359,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
8360,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
8361,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
8362,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
8363,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
8364,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
8365,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
8366,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
8367,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
8368,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
8369,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
8370,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
8371,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
8372,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
8373,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
8374,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
8375,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
8376,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
8377,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
8378,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8379,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
8380,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8381,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
8382,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
8383,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
8384,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
8385,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
8386,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
8387,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8388,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
8389,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
8390,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
8391,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
8392,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
8393,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
8394,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
8395,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
8396,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
8397,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
8398,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
8399,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8400,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
8401,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
8402,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
8403,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
8404,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
8405,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
8406,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8407,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8408,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
8409,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
8410,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
8411,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
8412,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
8413,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
8414,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
8415,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8416,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
8417,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
8418,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
8419,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
8420,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
8421,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
8422,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
8423,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
8424,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
8425,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
8426,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
8427,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
8428,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
8429,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
8430,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
8431,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
8432,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
8433,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
8434,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8435,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
8436,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
8437,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
8438,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
8439,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
8440,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
8441,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
8442,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
8443,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
8444,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
8445,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
8446,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
8447,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
8448,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
8449,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
8450,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
8451,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
8452,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
8453,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
8454,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
8455,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
8456,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
8457,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
8458,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8459,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
8460,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
8461,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
8462,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
8463,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
8464,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
8465,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
8466,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
8467,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
8468,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
8469,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8470,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
8471,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
8472,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
8473,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
8474,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8475,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
8476,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
8477,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
8478,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
8479,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
8480,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
8481,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
8482,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
8483,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8484,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
8485,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
8486,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
8487,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
8488,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
8489,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
8490,5,Lighter,[2 2 2 2 1 2 2 2 2 2 2 2],,PASS
8491,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
8492,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
8493,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
8494,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
8495,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
8496,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
8497,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
8498,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
8499,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
8500,8,Lighter,[2 2 2 2 2 2 2 1 2 2 2 2],,PASS
8501,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
8502,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
8503,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
8504,12,Heavier,[2 2 2 2 2 2 2 2 2 2 2 3],,PASS
8505,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
8506,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
8507,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
8508,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
8509,10,Heavier,[2 2 2 2 2 2 2 2 2 3 2 2],,PASS
8510,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
8511,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
8512,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
8513,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
8514,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
8515,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
8516,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
8517,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
8518,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
8519,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
8520,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
8521,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
8522,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
8523,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
8524,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
8525,4,Heavier,[2 2 2 3 2 2 2 2 2 2 2 2],,PASS
8526,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
8527,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
8528,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
8529,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
8530,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8531,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8532,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
8533,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
8534,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
8535,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
8536,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
8537,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
8538,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
8539,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
8540,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
8541,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
8542,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
8543,7,Heavier,[2 2 2 2 2 2 3 2 2 2 2 2],,PASS
8544,10,Lighter,[2 2 2 2 2 2 2 2 2 1 2 2],,PASS
8545,9,Lighter,[2 2 2 2 2 2 2 2 1 2 2 2],,PASS
8546,11,Lighter,[2 2 2 2 2 2 2 2 2 2 1 2],,PASS
8547,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
8548,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
8549,2,Lighter,[2 1 2 2 2 2 2 2 2 2 2 2],,PASS
8550,7,Lighter,[2 2 2 2 2 2 1 2 2 2 2 2],,PASS
8551,12,Lighter,[2 2 2 2 2 2 2 2 2 2 2 1],,PASS
8552,3,Heavier,[2 2 3 2 2 2 2 2 2 2 2 2],,PASS
8553,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
8554,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
8555,6,Lighter,[2 2 2 2 2 1 2 2 2 2 2 2],,PASS
8556,9,Heavier,[2 2 2 2 2 2 2 2 3 2 2 2],,PASS
8557,1,Heavier,[3 2 2 2 2 2 2 2 2 2 2 2],,PASS
8558,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
8559,6,Heavier,[2 2 2 2 2 3 2 2 2 2 2 2],,PASS
8560,5,Heavier,[2 2 2 2 3 2 2 2 2 2 2 2],,PASS
8561,2,Heavier,[2 3 2 2 2 2 2 2 2 2 2 2],,PASS
8562,11,Heavier,[2 2 2 2 2 2 2 2 2 2 3 2],,PASS
8563,4,Lighter,[2 2 2 1 2 2 2 2 2 2 2 2],,PASS
8564,8,Heavier,[2 2 2 2 2 2 2 3 2 2 2 2],,PASS
8565,3,Lighter,[2 2 1 2 2 2 2 2 2 2 2 2],,PASS
8566,1,Lighter,[1 2 2 2 2 2 2 2 2 2 2 2],,PASS
